INFO:root:Number of Shelx jobs:52
INFO:root:Number of Shelx jobs:52
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UUC/DataFiles', '--name=4UUC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LXJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LXJ/DataFiles', '--name=3LXJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWU/DataFiles', '--name=2WWU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3IR3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3IR3/DataFiles', '--name=3IR3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3KVO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3KVO/DataFiles', '--name=3KVO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4IB2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4IB2/DataFiles', '--name=4IB2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QU6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QU6/DataFiles', '--name=4QU6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Number of Shelx jobs:580
INFO:root:Processing anomalous data for 1O4S
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4S/DataFiles', '--name=1O4S', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UUC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UUC/DataFiles', '--name=4UUC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LXJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LXJ/DataFiles', '--name=3LXJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWU/DataFiles', '--name=2WWU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3IR3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3IR3/DataFiles', '--name=3IR3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3KVO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3KVO/DataFiles', '--name=3KVO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4IB2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4IB2/DataFiles', '--name=4IB2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QU6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QU6/DataFiles', '--name=4QU6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AZF
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AZF/DataFiles', '--name=4AZF', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XYN
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XYN/DataFiles', '--name=2XYN', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MDY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MDY/DataFiles', '--name=3MDY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XIK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XIK/DataFiles', '--name=2XIK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Number of Shelx jobs:580
INFO:root:Processing anomalous data for 1O4S
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4S/DataFiles', '--name=1O4S', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UUC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UUC/DataFiles', '--name=4UUC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LXJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LXJ/DataFiles', '--name=3LXJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWU/DataFiles', '--name=2WWU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3IR3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3IR3/DataFiles', '--name=3IR3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3KVO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3KVO/DataFiles', '--name=3KVO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4IB2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4IB2/DataFiles', '--name=4IB2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QU6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QU6/DataFiles', '--name=4QU6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AZF
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AZF/DataFiles', '--name=4AZF', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XYN
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XYN/DataFiles', '--name=2XYN', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MDY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MDY/DataFiles', '--name=3MDY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XIK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XIK/DataFiles', '--name=2XIK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4DYM
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4DYM/DataFiles', '--name=4DYM', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3U23
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3U23/DataFiles', '--name=3U23', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4A64
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4A64/DataFiles', '--name=4A64', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CGZ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CGZ/DataFiles', '--name=4CGZ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4COO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4COO/DataFiles', '--name=4COO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4WSQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4WSQ/DataFiles', '--name=4WSQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5DKC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5DKC/DataFiles', '--name=5DKC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4YLJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4YLJ/DataFiles', '--name=4YLJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1J6O
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1J6O/DataFiles', '--name=1J6O', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VKD
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VKD/DataFiles', '--name=1VKD', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VLC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VLC/DataFiles', '--name=1VLC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E4V
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E4V/DataFiles', '--name=3E4V', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3L22
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3L22/DataFiles', '--name=3L22', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LJY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LJY/DataFiles', '--name=3LJY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LUL
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LUL/DataFiles', '--name=3LUL', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LYC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LYC/DataFiles', '--name=3LYC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MCP
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MCP/DataFiles', '--name=3MCP', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MSQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MSQ/DataFiles', '--name=3MSQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MZO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MZO/DataFiles', '--name=3MZO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NFV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NFV/DataFiles', '--name=3NFV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NPI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NPI/DataFiles', '--name=3NPI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NRG
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NRG/DataFiles', '--name=3NRG', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3OF4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3OF4/DataFiles', '--name=3OF4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P2C
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P2C/DataFiles', '--name=3P2C', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PGV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PGV/DataFiles', '--name=3PGV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PPL
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PPL/DataFiles', '--name=3PPL', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QNK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QNK/DataFiles', '--name=3QNK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3R4I
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3R4I/DataFiles', '--name=3R4I', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QNF
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QNF/DataFiles', '--name=3QNF', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XN4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XN4/DataFiles', '--name=2XN4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2X47
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2X47/DataFiles', '--name=2X47', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
